t (s)	T [K]	Ibias (A)	Vbias [V]	Rrem(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	Rterm(ohm)	After Loop Nº
2.2304833E+0	2.7041214E+2	4.4895979E-3	1.0000000E+0	2.2273709E+2	9.9856210E-1	2.2241682E+2	1.4379000E-3	3.2027367E-1	9.1413984E+0	0.0000000E+0
2.3810000E+0	2.7025504E+2	4.4864491E-3	1.0000000E+0	2.2289343E+2	9.9853557E-1	2.2256702E+2	1.4644000E-3	3.2640514E-1	9.1434097E+0	0.0000000E+0
2.5315166E+0	2.7009653E+2	4.4816751E-3	1.0000000E+0	2.2313086E+2	9.9854398E-1	2.2280598E+2	1.4560000E-3	3.2487854E-1	9.1454420E+0	0.0000000E+0
2.6817834E+0	2.6996216E+2	4.4763102E-3	1.0000000E+0	2.2339828E+2	9.9855739E-1	2.2307602E+2	1.4426000E-3	3.2227439E-1	9.1471663E+0	0.0000000E+0
2.8320334E+0	2.6978922E+2	4.4715400E-3	1.0000000E+0	2.2363660E+2	9.9857312E-1	2.2331749E+2	1.4269000E-3	3.1910706E-1	9.1493864E+0	0.0000000E+0
2.9825666E+0	2.6967169E+2	4.4658422E-3	1.0000000E+0	2.2392194E+2	9.9854970E-1	2.2359718E+2	1.4503000E-3	3.2475400E-1	9.1508961E+0	0.0000000E+0
3.1328166E+0	2.6947308E+2	4.4618109E-3	1.0000000E+0	2.2412424E+2	9.9855858E-1	2.2380119E+2	1.4414000E-3	3.2305267E-1	9.1534500E+0	0.0000000E+0
3.2833333E+0	2.6931317E+2	4.4599259E-3	1.0000000E+0	2.2421896E+2	9.9856329E-1	2.2389684E+2	1.4367000E-3	3.2213539E-1	9.1555080E+0	0.0000000E+0
3.4335999E+0	2.6912781E+2	4.4526071E-3	1.0000000E+0	2.2458752E+2	9.9856979E-1	2.2426633E+2	1.4301999E-3	3.2120508E-1	9.1578960E+0	0.0000000E+0
3.5841167E+0	2.6892477E+2	4.4428431E-3	1.0000000E+0	2.2508110E+2	9.9855959E-1	2.2475690E+2	1.4404000E-3	3.2420683E-1	9.1605139E+0	0.0000000E+0
3.7346499E+0	2.6870694E+2	4.4431700E-3	1.0000000E+0	2.2506454E+2	9.9858928E-1	2.2474704E+2	1.4107000E-3	3.1749853E-1	9.1633263E+0	0.0000000E+0
3.8849001E+0	2.6847977E+2	4.4439598E-3	1.0000000E+0	2.2502452E+2	9.9855667E-1	2.2469975E+2	1.4433000E-3	3.2477790E-1	9.1662617E+0	0.0000000E+0
4.0354166E+0	2.6826291E+2	4.4449102E-3	1.0000000E+0	2.2497644E+2	9.9856472E-1	2.2465352E+2	1.4353000E-3	3.2290867E-1	9.1690683E+0	0.0000000E+0
4.1859498E+0	2.6806711E+2	4.4437591E-3	1.0000000E+0	2.2503470E+2	9.9857688E-1	2.2471446E+2	1.4231000E-3	3.2024688E-1	9.1716042E+0	0.0000000E+0
4.3361998E+0	2.6789709E+2	4.4435551E-3	1.0000000E+0	2.2504504E+2	9.9856538E-1	2.2472218E+2	1.4346000E-3	3.2284960E-1	9.1738081E+0	0.0000000E+0
4.4867334E+0	2.6772095E+2	4.4433591E-3	1.0000000E+0	2.2505496E+2	9.9858773E-1	2.2473712E+2	1.4123000E-3	3.1784514E-1	9.1760941E+0	0.0000000E+0
4.6372499E+0	2.6756125E+2	4.4419770E-3	1.0000000E+0	2.2512498E+2	9.9856901E-1	2.2480283E+2	1.4310000E-3	3.2215387E-1	9.1781683E+0	0.0000000E+0
4.7877665E+0	2.6738556E+2	4.4403188E-3	1.0000000E+0	2.2520905E+2	9.9856472E-1	2.2488580E+2	1.4353000E-3	3.2324255E-1	9.1804523E+0	0.0000000E+0
4.9382834E+0	2.6719049E+2	4.4371979E-3	1.0000000E+0	2.2536745E+2	9.9855381E-1	2.2504152E+2	1.4462000E-3	3.2592639E-1	9.1829901E+0	0.0000000E+0
5.0885501E+0	2.6703601E+2	4.4334820E-3	1.0000000E+0	2.2555635E+2	9.9858159E-1	2.2523642E+2	1.4184000E-3	3.1992912E-1	9.1850023E+0	0.0000000E+0
5.2388167E+0	2.6684283E+2	4.4308049E-3	1.0000000E+0	2.2569263E+2	9.9856728E-1	2.2536928E+2	1.4327000E-3	3.2334983E-1	9.1875200E+0	0.0000000E+0
5.3893332E+0	2.6664529E+2	4.4283350E-3	1.0000000E+0	2.2581851E+2	9.9857599E-1	2.2549695E+2	1.4240000E-3	3.2156557E-1	9.1900978E+0	0.0000000E+0
5.5398502E+0	2.6641748E+2	4.4256300E-3	1.0000000E+0	2.2595653E+2	9.9857348E-1	2.2563420E+2	1.4265000E-3	3.2232699E-1	9.1930742E+0	0.0000000E+0
5.6901169E+0	2.6622354E+2	4.4227932E-3	1.0000000E+0	2.2610147E+2	9.9857330E-1	2.2577888E+2	1.4267000E-3	3.2257897E-1	9.1956100E+0	0.0000000E+0
5.8406334E+0	2.6609064E+2	4.4197058E-3	1.0000000E+0	2.2625940E+2	9.9858689E-1	2.2593967E+2	1.4131000E-3	3.1972715E-1	9.1973495E+0	0.0000000E+0
5.9911499E+0	2.6593381E+2	4.4167428E-3	1.0000000E+0	2.2641118E+2	9.9857950E-1	2.2608957E+2	1.4205000E-3	3.2161710E-1	9.1994038E+0	0.0000000E+0
6.1414165E+0	2.6579468E+2	4.4142678E-3	1.0000000E+0	2.2653813E+2	9.9858958E-1	2.2621861E+2	1.4104000E-3	3.1950939E-1	9.2012281E+0	0.0000000E+0
6.2916665E+0	2.6565564E+2	4.4114352E-3	1.0000000E+0	2.2668361E+2	9.9857348E-1	2.2636024E+2	1.4265000E-3	3.2336417E-1	9.2030516E+0	0.0000000E+0
6.4422002E+0	2.6551184E+2	4.4091982E-3	1.0000000E+0	2.2679861E+2	9.9857002E-1	2.2647429E+2	1.4299999E-3	3.2432202E-1	9.2049398E+0	0.0000000E+0
6.5924501E+0	2.6536191E+2	4.4075381E-3	1.0000000E+0	2.2688403E+2	9.9857402E-1	2.2656050E+2	1.4260000E-3	3.2353663E-1	9.2069101E+0	0.0000000E+0
6.7427168E+0	2.6523886E+2	4.4048619E-3	1.0000000E+0	2.2702187E+2	9.9856412E-1	2.2669589E+2	1.4359000E-3	3.2598069E-1	9.2085276E+0	0.0000000E+0
6.8932333E+0	2.6511011E+2	4.4026780E-3	1.0000000E+0	2.2713449E+2	9.9859810E-1	2.2681607E+2	1.4019000E-3	3.1841984E-1	9.2102222E+0	0.0000000E+0
7.0437498E+0	2.6494608E+2	4.4006510E-3	1.0000000E+0	2.2723911E+2	9.9858057E-1	2.2691656E+2	1.4194000E-3	3.2254317E-1	9.2123823E+0	0.0000000E+0
7.1940165E+0	2.6482040E+2	4.3985532E-3	1.0000000E+0	2.2734749E+2	9.9860072E-1	2.2702937E+2	1.3992999E-3	3.1812733E-1	9.2140379E+0	0.0000000E+0
7.3445334E+0	2.6468680E+2	4.3973420E-3	1.0000000E+0	2.2741011E+2	9.9858761E-1	2.2708891E+2	1.4124000E-3	3.2119402E-1	9.2158003E+0	0.0000000E+0
7.4948001E+0	2.6456281E+2	4.3962020E-3	1.0000000E+0	2.2746907E+2	9.9859327E-1	2.2714909E+2	1.4067000E-3	3.1998074E-1	9.2174358E+0	0.0000000E+0
7.6453166E+0	2.6441211E+2	4.3953140E-3	1.0000000E+0	2.2751503E+2	9.9857700E-1	2.2719128E+2	1.4230000E-3	3.2375389E-1	9.2194262E+0	0.0000000E+0
7.7955832E+0	2.6430420E+2	4.3939352E-3	1.0000000E+0	2.2758644E+2	9.9857599E-1	2.2726234E+2	1.4240000E-3	3.2408309E-1	9.2208519E+0	0.0000000E+0
7.9461002E+0	2.6415341E+2	4.3925531E-3	1.0000000E+0	2.2765804E+2	9.9858677E-1	2.2733632E+2	1.4132001E-3	3.2172635E-1	9.2228460E+0	0.0000000E+0
8.0963669E+0	2.6404129E+2	4.3913838E-3	1.0000000E+0	2.2771864E+2	9.9857700E-1	2.2739459E+2	1.4230000E-3	3.2404363E-1	9.2243299E+0	0.0000000E+0
8.2468834E+0	2.6390158E+2	4.3896870E-3	1.0000000E+0	2.2780667E+2	9.9855840E-1	2.2747827E+2	1.4416000E-3	3.2840610E-1	9.2261801E+0	0.0000000E+0
8.3971500E+0	2.6377359E+2	4.3883449E-3	1.0000000E+0	2.2787634E+2	9.9859011E-1	2.2755505E+2	1.4099000E-3	3.2128286E-1	9.2278757E+0	0.0000000E+0
8.5473995E+0	2.6364554E+2	4.3877880E-3	1.0000000E+0	2.2790527E+2	9.9858880E-1	2.2758365E+2	1.4112000E-3	3.2161993E-1	9.2295742E+0	0.0000000E+0
8.6979170E+0	2.6351440E+2	4.3866662E-3	1.0000000E+0	2.2796356E+2	9.9860430E-1	2.2764539E+2	1.3957000E-3	3.1816873E-1	9.2313137E+0	0.0000000E+0
8.8484497E+0	2.6338821E+2	4.3852618E-3	1.0000000E+0	2.2803654E+2	9.9858528E-1	2.2771394E+2	1.4146999E-3	3.2260332E-1	9.2329903E+0	0.0000000E+0
8.9987001E+0	2.6330450E+2	4.3829498E-3	1.0000000E+0	2.2815683E+2	9.9859482E-1	2.2783623E+2	1.4052000E-3	3.2060599E-1	9.2341022E+0	0.0000000E+0
9.1492329E+0	2.6315784E+2	4.3811658E-3	1.0000000E+0	2.2824974E+2	9.9859571E-1	2.2792921E+2	1.4043000E-3	3.2053110E-1	9.2360516E+0	0.0000000E+0
9.2997503E+0	2.6304297E+2	4.3803249E-3	1.0000000E+0	2.2829356E+2	9.9860573E-1	2.2797525E+2	1.3943000E-3	3.1830972E-1	9.2375803E+0	0.0000000E+0
9.4499998E+0	2.6294849E+2	4.3794168E-3	1.0000000E+0	2.2834090E+2	9.9858451E-1	2.2801768E+2	1.4155000E-3	3.2321653E-1	9.2388382E+0	0.0000000E+0
9.6005335E+0	2.6280673E+2	4.3777940E-3	1.0000000E+0	2.2842555E+2	9.9859232E-1	2.2810399E+2	1.4077000E-3	3.2155466E-1	9.2407265E+0	0.0000000E+0
9.7507830E+0	2.6269824E+2	4.3761791E-3	1.0000000E+0	2.2850984E+2	9.9860239E-1	2.2819048E+2	1.3976000E-3	3.1936535E-1	9.2421722E+0	0.0000000E+0
9.9010496E+0	2.6259119E+2	4.3749171E-3	1.0000000E+0	2.2857576E+2	9.9858832E-1	2.2825308E+2	1.4117000E-3	3.2268041E-1	9.2435999E+0	0.0000000E+0
1.0051833E+1	2.6247519E+2	4.3737278E-3	1.0000000E+0	2.2863791E+2	9.9859130E-1	2.2831583E+2	1.4087000E-3	3.2208222E-1	9.2451477E+0	0.0000000E+0
1.0202350E+1	2.6234158E+2	4.3721180E-3	1.0000000E+0	2.2872209E+2	9.9858820E-1	2.2839919E+2	1.4118000E-3	3.2290986E-1	9.2469320E+0	0.0000000E+0
1.0352616E+1	2.6225058E+2	4.3706242E-3	1.0000000E+0	2.2880028E+2	9.9859399E-1	2.2847859E+2	1.4060000E-3	3.2169318E-1	9.2481480E+0	0.0000000E+0
1.0503134E+1	2.6214856E+2	4.3694829E-3	1.0000000E+0	2.2886003E+2	9.9860162E-1	2.2853999E+2	1.3984001E-3	3.2003787E-1	9.2495117E+0	0.0000000E+0
1.0653400E+1	2.6202969E+2	4.3681110E-3	1.0000000E+0	2.2893192E+2	9.9860388E-1	2.2861230E+2	1.3961000E-3	3.1961185E-1	9.2511024E+0	0.0000000E+0
1.0803917E+1	2.6191510E+2	4.3665981E-3	1.0000000E+0	2.2901123E+2	9.9858391E-1	2.2868694E+2	1.4161000E-3	3.2430282E-1	9.2526360E+0	0.0000000E+0
1.0954433E+1	2.6181503E+2	4.3647098E-3	1.0000000E+0	2.2911029E+2	9.9858201E-1	2.2878542E+2	1.4180000E-3	3.2487839E-1	9.2539759E+0	0.0000000E+0
1.1104700E+1	2.6172430E+2	4.3635811E-3	1.0000000E+0	2.2916957E+2	9.9857563E-1	2.2884314E+2	1.4244000E-3	3.2642913E-1	9.2551918E+0	0.0000000E+0
1.1255217E+1	2.6161032E+2	4.3622721E-3	1.0000000E+0	2.2923834E+2	9.9859750E-1	2.2891684E+2	1.4025000E-3	3.2150677E-1	9.2567196E+0	0.0000000E+0
1.1405483E+1	2.6149435E+2	4.3607289E-3	1.0000000E+0	2.2931946E+2	9.9859309E-1	2.2899683E+2	1.4069000E-3	3.2262954E-1	9.2582760E+0	0.0000000E+0
1.1556000E+1	2.6141031E+2	4.3589948E-3	1.0000000E+0	2.2941068E+2	9.9860477E-1	2.2909061E+2	1.3952000E-3	3.2007378E-1	9.2594042E+0	0.0000000E+0
1.1706516E+1	2.6131665E+2	4.3580942E-3	1.0000000E+0	2.2945811E+2	9.9860227E-1	2.2913739E+2	1.3977000E-3	3.2071361E-1	9.2606621E+0	0.0000000E+0
1.1857034E+1	2.6121530E+2	4.3566581E-3	1.0000000E+0	2.2953374E+2	9.9858779E-1	2.2920959E+2	1.4122000E-3	3.2414755E-1	9.2620239E+0	0.0000000E+0
1.2007300E+1	2.6112305E+2	4.3547922E-3	1.0000000E+0	2.2963210E+2	9.9859089E-1	2.2930852E+2	1.4091000E-3	3.2357457E-1	9.2632637E+0	0.0000000E+0
1.2157567E+1	2.6103726E+2	4.3533989E-3	1.0000000E+0	2.2970557E+2	9.9858451E-1	2.2938042E+2	1.4155000E-3	3.2514822E-1	9.2644176E+0	0.0000000E+0
1.2308084E+1	2.6093948E+2	4.3523698E-3	1.0000000E+0	2.2975987E+2	9.9860042E-1	2.2943831E+2	1.3995999E-3	3.2157192E-1	9.2657337E+0	0.0000000E+0
1.2458333E+1	2.6084262E+2	4.3511279E-3	1.0000000E+0	2.2982545E+2	9.9858582E-1	2.2950044E+2	1.4142001E-3	3.2501918E-1	9.2670383E+0	0.0000000E+0
1.2608867E+1	2.6075711E+2	4.3499270E-3	1.0000000E+0	2.2988892E+2	9.9858928E-1	2.2956461E+2	1.4107000E-3	3.2430428E-1	9.2681904E+0	0.0000000E+0
1.2759117E+1	2.6066229E+2	4.3484140E-3	1.0000000E+0	2.2996890E+2	9.9860162E-1	2.2964731E+2	1.3984001E-3	3.2158852E-1	9.2694683E+0	0.0000000E+0
1.2909650E+1	2.6058456E+2	4.3474599E-3	1.0000000E+0	2.3001936E+2	9.9858981E-1	2.2969499E+2	1.4102000E-3	3.2437330E-1	9.2705164E+0	0.0000000E+0
1.3060166E+1	2.6048346E+2	4.3464461E-3	1.0000000E+0	2.3007303E+2	9.9859548E-1	2.2974989E+2	1.4045000E-3	3.2313758E-1	9.2718801E+0	0.0000000E+0
1.3210683E+1	2.6039810E+2	4.3449979E-3	1.0000000E+0	2.3014970E+2	9.9859238E-1	2.2982574E+2	1.4076000E-3	3.2395872E-1	9.2730322E+0	0.0000000E+0
1.3360683E+1	2.6033279E+2	4.3433909E-3	1.0000000E+0	2.3023486E+2	9.9859142E-1	2.2991055E+2	1.4086000E-3	3.2430881E-1	9.2739143E+0	0.0000000E+0
1.3511200E+1	2.6021808E+2	4.3428009E-3	1.0000000E+0	2.3026613E+2	9.9860752E-1	2.2994550E+2	1.3925000E-3	3.2064560E-1	9.2754641E+0	0.0000000E+0
1.3661467E+1	2.6016360E+2	4.3412200E-3	1.0000000E+0	2.3034999E+2	9.9860549E-1	2.3002878E+2	1.3945000E-3	3.2122308E-1	9.2762003E+0	0.0000000E+0
1.3811983E+1	2.6007382E+2	4.3405928E-3	1.0000000E+0	2.3038327E+2	9.9859679E-1	2.3006000E+2	1.4032000E-3	3.2327381E-1	9.2774143E+0	0.0000000E+0
1.3962500E+1	2.6000879E+2	4.3390659E-3	1.0000000E+0	2.3046434E+2	9.9861908E-1	2.3014610E+2	1.3809000E-3	3.1824821E-1	9.2782936E+0	0.0000000E+0
1.4112766E+1	2.5992041E+2	4.3381262E-3	1.0000000E+0	2.3051428E+2	9.9860728E-1	2.3019324E+2	1.3927000E-3	3.2103723E-1	9.2794905E+0	0.0000000E+0
1.4263284E+1	2.5984787E+2	4.3366430E-3	1.0000000E+0	2.3059311E+2	9.9862581E-1	2.3027623E+2	1.3742000E-3	3.1688106E-1	9.2804718E+0	0.0000000E+0
1.4413550E+1	2.5976254E+2	4.3353620E-3	1.0000000E+0	2.3066124E+2	9.9859148E-1	2.3033636E+2	1.4085000E-3	3.2488635E-1	9.2816277E+0	0.0000000E+0
1.4564067E+1	2.5969937E+2	4.3345182E-3	1.0000000E+0	2.3070616E+2	9.9862498E-1	2.3038893E+2	1.3750000E-3	3.1722096E-1	9.2824841E+0	0.0000000E+0
1.4714583E+1	2.5961407E+2	4.3338742E-3	1.0000000E+0	2.3074045E+2	9.9860817E-1	2.3041930E+2	1.3918000E-3	3.2114455E-1	9.2836399E+0	0.0000000E+0
1.4864850E+1	2.5956305E+2	4.3326528E-3	1.0000000E+0	2.3080547E+2	9.9861109E-1	2.3048491E+2	1.3889000E-3	3.2056570E-1	9.2843323E+0	0.0000000E+0
1.5015117E+1	2.5948123E+2	4.3317890E-3	1.0000000E+0	2.3085150E+2	9.9858707E-1	2.3052533E+2	1.4129000E-3	3.2617009E-1	9.2854424E+0	0.0000000E+0
1.5165633E+1	2.5941006E+2	4.3299911E-3	1.0000000E+0	2.3094736E+2	9.9860370E-1	2.3062489E+2	1.3963000E-3	3.2247180E-1	9.2864084E+0	0.0000000E+0
1.5316150E+1	2.5934216E+2	4.3283091E-3	1.0000000E+0	2.3103711E+2	9.9861538E-1	2.3071721E+2	1.3845999E-3	3.1989399E-1	9.2873297E+0	0.0000000E+0
1.5466416E+1	2.5926822E+2	4.3276441E-3	1.0000000E+0	2.3107262E+2	9.9860328E-1	2.3074988E+2	1.3967000E-3	3.2273912E-1	9.2883339E+0	0.0000000E+0
1.5616933E+1	2.5919418E+2	4.3263701E-3	1.0000000E+0	2.3114066E+2	9.9862230E-1	2.3082222E+2	1.3777000E-3	3.1844249E-1	9.2893400E+0	0.0000000E+0
1.5767200E+1	2.5915710E+2	4.3255710E-3	1.0000000E+0	2.3118335E+2	9.9858779E-1	2.3085687E+2	1.4122000E-3	3.2647714E-1	9.2898436E+0	0.0000000E+0
1.5917717E+1	2.5907990E+2	4.3244320E-3	1.0000000E+0	2.3124425E+2	9.9860722E-1	2.3092216E+2	1.3928000E-3	3.2207698E-1	9.2908936E+0	0.0000000E+0
1.6067984E+1	2.5901224E+2	4.3240720E-3	1.0000000E+0	2.3126349E+2	9.9861473E-1	2.3094313E+2	1.3853000E-3	3.2036933E-1	9.2918139E+0	0.0000000E+0
1.6218500E+1	2.5896417E+2	4.3226648E-3	1.0000000E+0	2.3133878E+2	9.9858999E-1	2.3101259E+2	1.4100000E-3	3.2618767E-1	9.2924681E+0	0.0000000E+0
1.6369017E+1	2.5888425E+2	4.3222168E-3	1.0000000E+0	2.3136275E+2	9.9860781E-1	2.3104065E+2	1.3922000E-3	3.2210320E-1	9.2935562E+0	0.0000000E+0
1.6519533E+1	2.5884283E+2	4.3210541E-3	1.0000000E+0	2.3142502E+2	9.9860781E-1	2.3110283E+2	1.3922000E-3	3.2218990E-1	9.2941198E+0	0.0000000E+0
1.6669533E+1	2.5877661E+2	4.3201991E-3	1.0000000E+0	2.3147083E+2	9.9859321E-1	2.3114519E+2	1.4068000E-3	3.2563314E-1	9.2950220E+0	0.0000000E+0
1.6819799E+1	2.5871201E+2	4.3193460E-3	1.0000000E+0	2.3151653E+2	9.9861449E-1	2.3119577E+2	1.3855000E-3	3.2076615E-1	9.2959023E+0	0.0000000E+0
1.6970316E+1	2.5866711E+2	4.3181740E-3	1.0000000E+0	2.3157936E+2	9.9860120E-1	2.3125543E+2	1.3988001E-3	3.2393321E-1	9.2965136E+0	0.0000000E+0
1.7120832E+1	2.5860739E+2	4.3165758E-3	1.0000000E+0	2.3166510E+2	9.9860942E-1	2.3134294E+2	1.3906000E-3	3.2215348E-1	9.2973280E+0	0.0000000E+0
1.7270834E+1	2.5856265E+2	4.3153721E-3	1.0000000E+0	2.3172974E+2	9.9861979E-1	2.3140990E+2	1.3802000E-3	3.1983337E-1	9.2979383E+0	0.0000000E+0
1.7421101E+1	2.5851501E+2	4.3133702E-3	1.0000000E+0	2.3183728E+2	9.9862498E-1	2.3151851E+2	1.3750000E-3	3.1877628E-1	9.2985878E+0	0.0000000E+0
1.7571367E+1	2.5845346E+2	4.3122829E-3	1.0000000E+0	2.3189572E+2	9.9860668E-1	2.3157263E+2	1.3933000E-3	3.2310033E-1	9.2994280E+0	0.0000000E+0
1.7721617E+1	2.5841052E+2	4.3111821E-3	1.0000000E+0	2.3195496E+2	9.9860722E-1	2.3163188E+2	1.3928000E-3	3.2306686E-1	9.3000135E+0	0.0000000E+0
1.7871883E+1	2.5836450E+2	4.3105171E-3	1.0000000E+0	2.3199074E+2	9.9859178E-1	2.3166405E+2	1.4082000E-3	3.2668936E-1	9.3006420E+0	0.0000000E+0
1.8022150E+1	2.5829700E+2	4.3099248E-3	1.0000000E+0	2.3202260E+2	9.9860913E-1	2.3169987E+2	1.3909000E-3	3.2272023E-1	9.3015642E+0	0.0000000E+0
1.8172400E+1	2.5825848E+2	4.3095690E-3	1.0000000E+0	2.3204176E+2	9.9860883E-1	2.3171895E+2	1.3912000E-3	3.2281649E-1	9.3020897E+0	0.0000000E+0
1.8322399E+1	2.5819424E+2	4.3088421E-3	1.0000000E+0	2.3208092E+2	9.9860811E-1	2.3175789E+2	1.3919000E-3	3.2303342E-1	9.3029680E+0	0.0000000E+0
1.8472918E+1	2.5815604E+2	4.3076789E-3	1.0000000E+0	2.3214357E+2	9.9861223E-1	2.3182141E+2	1.3878000E-3	3.2216886E-1	9.3034897E+0	0.0000000E+0
1.8623184E+1	2.5810690E+2	4.3075499E-3	1.0000000E+0	2.3215053E+2	9.9860841E-1	2.3182747E+2	1.3916000E-3	3.2306066E-1	9.3041620E+0	0.0000000E+0
1.8773451E+1	2.5806534E+2	4.3069250E-3	1.0000000E+0	2.3218422E+2	9.9860078E-1	2.3185934E+2	1.3991999E-3	3.2487217E-1	9.3047304E+0	0.0000000E+0
1.8923700E+1	2.5803012E+2	4.3062642E-3	1.0000000E+0	2.3221985E+2	9.9860239E-1	2.3189531E+2	1.3976000E-3	3.2455048E-1	9.3052120E+0	0.0000000E+0
1.9073700E+1	2.5796432E+2	4.3050018E-3	1.0000000E+0	2.3228793E+2	9.9863178E-1	2.3197011E+2	1.3682001E-3	3.1781635E-1	9.3061123E+0	0.0000000E+0
1.9223967E+1	2.5792606E+2	4.3046442E-3	1.0000000E+0	2.3230725E+2	9.9861819E-1	2.3198625E+2	1.3818000E-3	3.2100216E-1	9.3066359E+0	0.0000000E+0
1.9374233E+1	2.5789844E+2	4.3039010E-3	1.0000000E+0	2.3234735E+2	9.9861008E-1	2.3202441E+2	1.3899000E-3	3.2293957E-1	9.3070145E+0	0.0000000E+0
1.9524483E+1	2.5786002E+2	4.3033091E-3	1.0000000E+0	2.3237932E+2	9.9860662E-1	2.3205551E+2	1.3934000E-3	3.2379735E-1	9.3075399E+0	0.0000000E+0
1.9674749E+1	2.5782333E+2	4.3028439E-3	1.0000000E+0	2.3240443E+2	9.9862713E-1	2.3208536E+2	1.3729000E-3	3.1906804E-1	9.3080416E+0	0.0000000E+0
1.9825001E+1	2.5778510E+2	4.3020318E-3	1.0000000E+0	2.3244829E+2	9.9862063E-1	2.3212766E+2	1.3794000E-3	3.2063916E-1	9.3085661E+0	0.0000000E+0
1.9975267E+1	2.5774069E+2	4.3016509E-3	1.0000000E+0	2.3246889E+2	9.9861223E-1	2.3214626E+2	1.3878000E-3	3.2262030E-1	9.3091736E+0	0.0000000E+0
2.0125267E+1	2.5770712E+2	4.3011270E-3	1.0000000E+0	2.3249721E+2	9.9861783E-1	2.3217584E+2	1.3822000E-3	3.2135764E-1	9.3096342E+0	0.0000000E+0
2.0275534E+1	2.5766409E+2	4.3002800E-3	1.0000000E+0	2.3254300E+2	9.9860168E-1	2.3221783E+2	1.3983001E-3	3.2516488E-1	9.3102236E+0	0.0000000E+0
2.0425783E+1	2.5764426E+2	4.2991932E-3	1.0000000E+0	2.3260179E+2	9.9860382E-1	2.3227704E+2	1.3962000E-3	3.2475862E-1	9.3104963E+0	0.0000000E+0
2.0576317E+1	2.5759070E+2	4.2988411E-3	1.0000000E+0	2.3262083E+2	9.9860048E-1	2.3229529E+2	1.3994999E-3	3.2555285E-1	9.3112297E+0	0.0000000E+0
2.0726316E+1	2.5757086E+2	4.2983508E-3	1.0000000E+0	2.3264735E+2	9.9860293E-1	2.3232233E+2	1.3971000E-3	3.2503161E-1	9.3115025E+0	0.0000000E+0
2.0876566E+1	2.5753589E+2	4.2976630E-3	1.0000000E+0	2.3268460E+2	9.9862051E-1	2.3236362E+2	1.3795000E-3	3.2098842E-1	9.3119822E+0	0.0000000E+0
2.1026567E+1	2.5750073E+2	4.2970069E-3	1.0000000E+0	2.3272012E+2	9.9859422E-1	2.3239296E+2	1.4058000E-3	3.2715794E-1	9.3124638E+0	0.0000000E+0
2.1176834E+1	2.5743777E+2	4.2963191E-3	1.0000000E+0	2.3275739E+2	9.9861437E-1	2.3243488E+2	1.3856000E-3	3.2250863E-1	9.3133278E+0	0.0000000E+0
