tiempo	T1 [K]	Ibias1 [A]	Rrem1 [ohms]	T2 [K]	Ibias2 [A]	Rrem2 [ohms]	T3 [K]	Ibias3 [A]	Rrem3 [ohms]	T4 [K]	Ibias4 [A]	Rrem4 [ohms]	T5 [K]	Ibias5 [A]	Rrem5 [ohms]	T6 [K]	Ibias6 [A]	Rrem6 [ohms]	T7 [K]	Ibias7 [A]	Rrem7 [ohms]	Vbias [V]	After Loop Nº
2.3596334E+0	3.0448987E+2	1.0383620E-2	1.9261105E+2	3.0448987E+2	5.2749999E-2	0.0000000E+0	3.0448987E+2	5.2749999E-2	0.0000000E+0	3.0448987E+2	5.2749999E-2	0.0000000E+0	3.0448987E+2	5.2749999E-2	0.0000000E+0	3.0448987E+2	5.2749999E-2	0.0000000E+0	3.0448987E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
2.5098834E+0	3.0449826E+2	1.0383110E-2	1.9262051E+2	3.0450882E+2	5.2749999E-2	0.0000000E+0	3.0450882E+2	5.2749999E-2	0.0000000E+0	3.0450882E+2	5.2749999E-2	0.0000000E+0	3.0450882E+2	5.2749999E-2	0.0000000E+0	3.0450882E+2	5.2749999E-2	0.0000000E+0	3.0450882E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
2.6601501E+0	3.0449954E+2	1.0384390E-2	1.9259677E+2	3.0448224E+2	5.2749999E-2	0.0000000E+0	3.0448224E+2	5.2749999E-2	0.0000000E+0	3.0448224E+2	5.2749999E-2	0.0000000E+0	3.0448224E+2	5.2749999E-2	0.0000000E+0	3.0448224E+2	5.2749999E-2	0.0000000E+0	3.0448224E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
2.8104167E+0	3.0449353E+2	1.0383250E-2	1.9261792E+2	3.0448788E+2	5.2749999E-2	0.0000000E+0	3.0448788E+2	5.2749999E-2	0.0000000E+0	3.0448788E+2	5.2749999E-2	0.0000000E+0	3.0448788E+2	5.2749999E-2	0.0000000E+0	3.0448788E+2	5.2749999E-2	0.0000000E+0	3.0448788E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
2.9604166E+0	3.0451093E+2	1.0384210E-2	1.9260011E+2	3.0451282E+2	5.2749999E-2	0.0000000E+0	3.0451282E+2	5.2749999E-2	0.0000000E+0	3.0451282E+2	5.2749999E-2	0.0000000E+0	3.0451282E+2	5.2749999E-2	0.0000000E+0	3.0451282E+2	5.2749999E-2	0.0000000E+0	3.0451282E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
3.1106668E+0	3.0450800E+2	1.0385320E-2	1.9257953E+2	3.0452249E+2	5.2749999E-2	0.0000000E+0	3.0452249E+2	5.2749999E-2	0.0000000E+0	3.0452249E+2	5.2749999E-2	0.0000000E+0	3.0452249E+2	5.2749999E-2	0.0000000E+0	3.0452249E+2	5.2749999E-2	0.0000000E+0	3.0452249E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
3.2609334E+0	3.0451373E+2	1.0384910E-2	1.9258713E+2	3.0452048E+2	5.2749999E-2	0.0000000E+0	3.0452048E+2	5.2749999E-2	0.0000000E+0	3.0452048E+2	5.2749999E-2	0.0000000E+0	3.0452048E+2	5.2749999E-2	0.0000000E+0	3.0452048E+2	5.2749999E-2	0.0000000E+0	3.0452048E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
3.4112000E+0	3.0449472E+2	1.0385540E-2	1.9257544E+2	3.0449371E+2	5.2749999E-2	0.0000000E+0	3.0449371E+2	5.2749999E-2	0.0000000E+0	3.0449371E+2	5.2749999E-2	0.0000000E+0	3.0449371E+2	5.2749999E-2	0.0000000E+0	3.0449371E+2	5.2749999E-2	0.0000000E+0	3.0449371E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
3.5617166E+0	3.0450900E+2	1.0386380E-2	1.9255988E+2	3.0450336E+2	5.2749999E-2	0.0000000E+0	3.0450336E+2	5.2749999E-2	0.0000000E+0	3.0450336E+2	5.2749999E-2	0.0000000E+0	3.0450336E+2	5.2749999E-2	0.0000000E+0	3.0450336E+2	5.2749999E-2	0.0000000E+0	3.0450336E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
3.7117167E+0	3.0452231E+2	1.0385070E-2	1.9258417E+2	3.0452429E+2	5.2749999E-2	0.0000000E+0	3.0452429E+2	5.2749999E-2	0.0000000E+0	3.0452429E+2	5.2749999E-2	0.0000000E+0	3.0452429E+2	5.2749999E-2	0.0000000E+0	3.0452429E+2	5.2749999E-2	0.0000000E+0	3.0452429E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
3.8619666E+0	3.0452612E+2	1.0386590E-2	1.9255598E+2	3.0453378E+2	5.2749999E-2	0.0000000E+0	3.0453378E+2	5.2749999E-2	0.0000000E+0	3.0453378E+2	5.2749999E-2	0.0000000E+0	3.0453378E+2	5.2749999E-2	0.0000000E+0	3.0453378E+2	5.2749999E-2	0.0000000E+0	3.0453378E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
4.0122333E+0	3.0451846E+2	1.0386760E-2	1.9255283E+2	3.0452213E+2	5.2749999E-2	0.0000000E+0	3.0452213E+2	5.2749999E-2	0.0000000E+0	3.0452213E+2	5.2749999E-2	0.0000000E+0	3.0452213E+2	5.2749999E-2	0.0000000E+0	3.0452213E+2	5.2749999E-2	0.0000000E+0	3.0452213E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
4.1624999E+0	3.0452429E+2	1.0385700E-2	1.9257248E+2	3.0452048E+2	5.2749999E-2	0.0000000E+0	3.0452048E+2	5.2749999E-2	0.0000000E+0	3.0452048E+2	5.2749999E-2	0.0000000E+0	3.0452048E+2	5.2749999E-2	0.0000000E+0	3.0452048E+2	5.2749999E-2	0.0000000E+0	3.0452048E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
4.3127499E+0	3.0451846E+2	1.0386790E-2	1.9255228E+2	3.0450699E+2	5.2749999E-2	0.0000000E+0	3.0450699E+2	5.2749999E-2	0.0000000E+0	3.0450699E+2	5.2749999E-2	0.0000000E+0	3.0450699E+2	5.2749999E-2	0.0000000E+0	3.0450699E+2	5.2749999E-2	0.0000000E+0	3.0450699E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
4.4630165E+0	3.0451758E+2	1.0386490E-2	1.9255783E+2	3.0453195E+2	5.2749999E-2	0.0000000E+0	3.0453195E+2	5.2749999E-2	0.0000000E+0	3.0453195E+2	5.2749999E-2	0.0000000E+0	3.0453195E+2	5.2749999E-2	0.0000000E+0	3.0453195E+2	5.2749999E-2	0.0000000E+0	3.0453195E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
4.6132832E+0	3.0454242E+2	1.0386670E-2	1.9255449E+2	3.0452994E+2	5.2749999E-2	0.0000000E+0	3.0452994E+2	5.2749999E-2	0.0000000E+0	3.0452994E+2	5.2749999E-2	0.0000000E+0	3.0452994E+2	5.2749999E-2	0.0000000E+0	3.0452994E+2	5.2749999E-2	0.0000000E+0	3.0452994E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
4.7635331E+0	3.0451965E+2	1.0387210E-2	1.9254448E+2	3.0451300E+2	5.2749999E-2	0.0000000E+0	3.0451300E+2	5.2749999E-2	0.0000000E+0	3.0451300E+2	5.2749999E-2	0.0000000E+0	3.0451300E+2	5.2749999E-2	0.0000000E+0	3.0451300E+2	5.2749999E-2	0.0000000E+0	3.0451300E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
4.9135332E+0	3.0454715E+2	1.0387460E-2	1.9253986E+2	3.0454526E+2	5.2749999E-2	0.0000000E+0	3.0454526E+2	5.2749999E-2	0.0000000E+0	3.0454526E+2	5.2749999E-2	0.0000000E+0	3.0454526E+2	5.2749999E-2	0.0000000E+0	3.0454526E+2	5.2749999E-2	0.0000000E+0	3.0454526E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
5.0637999E+0	3.0454242E+2	1.0387660E-2	1.9253615E+2	3.0452612E+2	5.2749999E-2	0.0000000E+0	3.0452612E+2	5.2749999E-2	0.0000000E+0	3.0452612E+2	5.2749999E-2	0.0000000E+0	3.0452612E+2	5.2749999E-2	0.0000000E+0	3.0452612E+2	5.2749999E-2	0.0000000E+0	3.0452612E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
5.2143168E+0	3.0454636E+2	1.0388230E-2	1.9252557E+2	3.0453577E+2	5.2749999E-2	0.0000000E+0	3.0453577E+2	5.2749999E-2	0.0000000E+0	3.0453577E+2	5.2749999E-2	0.0000000E+0	3.0453577E+2	5.2749999E-2	0.0000000E+0	3.0453577E+2	5.2749999E-2	0.0000000E+0	3.0453577E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
5.3645835E+0	3.0454425E+2	1.0387830E-2	1.9253299E+2	3.0452795E+2	5.2749999E-2	0.0000000E+0	3.0452795E+2	5.2749999E-2	0.0000000E+0	3.0452795E+2	5.2749999E-2	0.0000000E+0	3.0452795E+2	5.2749999E-2	0.0000000E+0	3.0452795E+2	5.2749999E-2	0.0000000E+0	3.0452795E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
5.5148335E+0	3.0456339E+2	1.0387540E-2	1.9253836E+2	3.0457202E+2	5.2749999E-2	0.0000000E+0	3.0457202E+2	5.2749999E-2	0.0000000E+0	3.0457202E+2	5.2749999E-2	0.0000000E+0	3.0457202E+2	5.2749999E-2	0.0000000E+0	3.0457202E+2	5.2749999E-2	0.0000000E+0	3.0457202E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
5.6648335E+0	3.0454706E+2	1.0388000E-2	1.9252985E+2	3.0455090E+2	5.2749999E-2	0.0000000E+0	3.0455090E+2	5.2749999E-2	0.0000000E+0	3.0455090E+2	5.2749999E-2	0.0000000E+0	3.0455090E+2	5.2749999E-2	0.0000000E+0	3.0455090E+2	5.2749999E-2	0.0000000E+0	3.0455090E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
5.8151002E+0	3.0454916E+2	1.0387290E-2	1.9254300E+2	3.0455490E+2	5.2749999E-2	0.0000000E+0	3.0455490E+2	5.2749999E-2	0.0000000E+0	3.0455490E+2	5.2749999E-2	0.0000000E+0	3.0455490E+2	5.2749999E-2	0.0000000E+0	3.0455490E+2	5.2749999E-2	0.0000000E+0	3.0455490E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
5.9653668E+0	3.0454907E+2	1.0388740E-2	1.9251613E+2	3.0454526E+2	5.2749999E-2	0.0000000E+0	3.0454526E+2	5.2749999E-2	0.0000000E+0	3.0454526E+2	5.2749999E-2	0.0000000E+0	3.0454526E+2	5.2749999E-2	0.0000000E+0	3.0454526E+2	5.2749999E-2	0.0000000E+0	3.0454526E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
6.1156168E+0	3.0454999E+2	1.0388270E-2	1.9252484E+2	3.0455109E+2	5.2749999E-2	0.0000000E+0	3.0455109E+2	5.2749999E-2	0.0000000E+0	3.0455109E+2	5.2749999E-2	0.0000000E+0	3.0455109E+2	5.2749999E-2	0.0000000E+0	3.0455109E+2	5.2749999E-2	0.0000000E+0	3.0455109E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
6.2658834E+0	3.0454816E+2	1.0389440E-2	1.9250316E+2	3.0453760E+2	5.2749999E-2	0.0000000E+0	3.0453760E+2	5.2749999E-2	0.0000000E+0	3.0453760E+2	5.2749999E-2	0.0000000E+0	3.0453760E+2	5.2749999E-2	0.0000000E+0	3.0453760E+2	5.2749999E-2	0.0000000E+0	3.0453760E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
6.4161334E+0	3.0455682E+2	1.0389240E-2	1.9250687E+2	3.0455673E+2	5.2749999E-2	0.0000000E+0	3.0455673E+2	5.2749999E-2	0.0000000E+0	3.0455673E+2	5.2749999E-2	0.0000000E+0	3.0455673E+2	5.2749999E-2	0.0000000E+0	3.0455673E+2	5.2749999E-2	0.0000000E+0	3.0455673E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
6.5664001E+0	3.0455298E+2	1.0389430E-2	1.9250334E+2	3.0456256E+2	5.2749999E-2	0.0000000E+0	3.0456256E+2	5.2749999E-2	0.0000000E+0	3.0456256E+2	5.2749999E-2	0.0000000E+0	3.0456256E+2	5.2749999E-2	0.0000000E+0	3.0456256E+2	5.2749999E-2	0.0000000E+0	3.0456256E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
6.7164001E+0	3.0455017E+2	1.0389330E-2	1.9250519E+2	3.0455508E+2	5.2749999E-2	0.0000000E+0	3.0455508E+2	5.2749999E-2	0.0000000E+0	3.0455508E+2	5.2749999E-2	0.0000000E+0	3.0455508E+2	5.2749999E-2	0.0000000E+0	3.0455508E+2	5.2749999E-2	0.0000000E+0	3.0455508E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
6.8669167E+0	3.0454150E+2	1.0389020E-2	1.9251094E+2	3.0453778E+2	5.2749999E-2	0.0000000E+0	3.0453778E+2	5.2749999E-2	0.0000000E+0	3.0453778E+2	5.2749999E-2	0.0000000E+0	3.0453778E+2	5.2749999E-2	0.0000000E+0	3.0453778E+2	5.2749999E-2	0.0000000E+0	3.0453778E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
7.0174499E+0	3.0454535E+2	1.0388870E-2	1.9251372E+2	3.0452994E+2	5.2749999E-2	0.0000000E+0	3.0452994E+2	5.2749999E-2	0.0000000E+0	3.0452994E+2	5.2749999E-2	0.0000000E+0	3.0452994E+2	5.2749999E-2	0.0000000E+0	3.0452994E+2	5.2749999E-2	0.0000000E+0	3.0452994E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
7.1674500E+0	3.0455307E+2	1.0389750E-2	1.9249741E+2	3.0455109E+2	5.2749999E-2	0.0000000E+0	3.0455109E+2	5.2749999E-2	0.0000000E+0	3.0455109E+2	5.2749999E-2	0.0000000E+0	3.0455109E+2	5.2749999E-2	0.0000000E+0	3.0455109E+2	5.2749999E-2	0.0000000E+0	3.0455109E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
7.3176999E+0	3.0454343E+2	1.0389520E-2	1.9250168E+2	3.0454742E+2	5.2749999E-2	0.0000000E+0	3.0454742E+2	5.2749999E-2	0.0000000E+0	3.0454742E+2	5.2749999E-2	0.0000000E+0	3.0454742E+2	5.2749999E-2	0.0000000E+0	3.0454742E+2	5.2749999E-2	0.0000000E+0	3.0454742E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
7.4679666E+0	3.0455490E+2	1.0390030E-2	1.9249223E+2	3.0455289E+2	5.2749999E-2	0.0000000E+0	3.0455289E+2	5.2749999E-2	0.0000000E+0	3.0455289E+2	5.2749999E-2	0.0000000E+0	3.0455289E+2	5.2749999E-2	0.0000000E+0	3.0455289E+2	5.2749999E-2	0.0000000E+0	3.0455289E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
7.6182165E+0	3.0456064E+2	1.0389870E-2	1.9249519E+2	3.0456821E+2	5.2749999E-2	0.0000000E+0	3.0456821E+2	5.2749999E-2	0.0000000E+0	3.0456821E+2	5.2749999E-2	0.0000000E+0	3.0456821E+2	5.2749999E-2	0.0000000E+0	3.0456821E+2	5.2749999E-2	0.0000000E+0	3.0456821E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
7.7684832E+0	3.0455490E+2	1.0389080E-2	1.9250983E+2	3.0454343E+2	5.2749999E-2	0.0000000E+0	3.0454343E+2	5.2749999E-2	0.0000000E+0	3.0454343E+2	5.2749999E-2	0.0000000E+0	3.0454343E+2	5.2749999E-2	0.0000000E+0	3.0454343E+2	5.2749999E-2	0.0000000E+0	3.0454343E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
7.9187498E+0	3.0456357E+2	1.0389330E-2	1.9250519E+2	3.0457202E+2	5.2749999E-2	0.0000000E+0	3.0457202E+2	5.2749999E-2	0.0000000E+0	3.0457202E+2	5.2749999E-2	0.0000000E+0	3.0457202E+2	5.2749999E-2	0.0000000E+0	3.0457202E+2	5.2749999E-2	0.0000000E+0	3.0457202E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
8.0690002E+0	3.0455289E+2	1.0389050E-2	1.9251038E+2	3.0454724E+2	5.2749999E-2	0.0000000E+0	3.0454724E+2	5.2749999E-2	0.0000000E+0	3.0454724E+2	5.2749999E-2	0.0000000E+0	3.0454724E+2	5.2749999E-2	0.0000000E+0	3.0454724E+2	5.2749999E-2	0.0000000E+0	3.0454724E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
8.2192669E+0	3.0454825E+2	1.0388550E-2	1.9251965E+2	3.0456638E+2	5.2749999E-2	0.0000000E+0	3.0456638E+2	5.2749999E-2	0.0000000E+0	3.0456638E+2	5.2749999E-2	0.0000000E+0	3.0456638E+2	5.2749999E-2	0.0000000E+0	3.0456638E+2	5.2749999E-2	0.0000000E+0	3.0456638E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
8.3692665E+0	3.0454517E+2	1.0389120E-2	1.9250908E+2	3.0453177E+2	5.2749999E-2	0.0000000E+0	3.0453177E+2	5.2749999E-2	0.0000000E+0	3.0453177E+2	5.2749999E-2	0.0000000E+0	3.0453177E+2	5.2749999E-2	0.0000000E+0	3.0453177E+2	5.2749999E-2	0.0000000E+0	3.0453177E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
8.5195332E+0	3.0455099E+2	1.0388760E-2	1.9251576E+2	3.0454724E+2	5.2749999E-2	0.0000000E+0	3.0454724E+2	5.2749999E-2	0.0000000E+0	3.0454724E+2	5.2749999E-2	0.0000000E+0	3.0454724E+2	5.2749999E-2	0.0000000E+0	3.0454724E+2	5.2749999E-2	0.0000000E+0	3.0454724E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
8.6697836E+0	3.0453287E+2	1.0388930E-2	1.9251260E+2	3.0454160E+2	5.2749999E-2	0.0000000E+0	3.0454160E+2	5.2749999E-2	0.0000000E+0	3.0454160E+2	5.2749999E-2	0.0000000E+0	3.0454160E+2	5.2749999E-2	0.0000000E+0	3.0454160E+2	5.2749999E-2	0.0000000E+0	3.0454160E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
8.8203001E+0	3.0455017E+2	1.0388950E-2	1.9251224E+2	3.0453778E+2	5.2749999E-2	0.0000000E+0	3.0453778E+2	5.2749999E-2	0.0000000E+0	3.0453778E+2	5.2749999E-2	0.0000000E+0	3.0453778E+2	5.2749999E-2	0.0000000E+0	3.0453778E+2	5.2749999E-2	0.0000000E+0	3.0453778E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
8.9705667E+0	3.0454141E+2	1.0389200E-2	1.9250760E+2	3.0452795E+2	5.2749999E-2	0.0000000E+0	3.0452795E+2	5.2749999E-2	0.0000000E+0	3.0452795E+2	5.2749999E-2	0.0000000E+0	3.0452795E+2	5.2749999E-2	0.0000000E+0	3.0452795E+2	5.2749999E-2	0.0000000E+0	3.0452795E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
9.1205664E+0	3.0452612E+2	1.0389520E-2	1.9250168E+2	3.0452411E+2	5.2749999E-2	0.0000000E+0	3.0452411E+2	5.2749999E-2	0.0000000E+0	3.0452411E+2	5.2749999E-2	0.0000000E+0	3.0452411E+2	5.2749999E-2	0.0000000E+0	3.0452411E+2	5.2749999E-2	0.0000000E+0	3.0452411E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
9.2708330E+0	3.0451758E+2	1.0388800E-2	1.9251501E+2	3.0451666E+2	5.2749999E-2	0.0000000E+0	3.0451666E+2	5.2749999E-2	0.0000000E+0	3.0451666E+2	5.2749999E-2	0.0000000E+0	3.0451666E+2	5.2749999E-2	0.0000000E+0	3.0451666E+2	5.2749999E-2	0.0000000E+0	3.0451666E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
9.4210835E+0	3.0453094E+2	1.0388590E-2	1.9251891E+2	3.0454141E+2	5.2749999E-2	0.0000000E+0	3.0454141E+2	5.2749999E-2	0.0000000E+0	3.0454141E+2	5.2749999E-2	0.0000000E+0	3.0454141E+2	5.2749999E-2	0.0000000E+0	3.0454141E+2	5.2749999E-2	0.0000000E+0	3.0454141E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
9.5713501E+0	3.0452222E+2	1.0389300E-2	1.9250575E+2	3.0451648E+2	5.2749999E-2	0.0000000E+0	3.0451648E+2	5.2749999E-2	0.0000000E+0	3.0451648E+2	5.2749999E-2	0.0000000E+0	3.0451648E+2	5.2749999E-2	0.0000000E+0	3.0451648E+2	5.2749999E-2	0.0000000E+0	3.0451648E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
9.7216167E+0	3.0451102E+2	1.0388000E-2	1.9252985E+2	3.0449570E+2	5.2749999E-2	0.0000000E+0	3.0449570E+2	5.2749999E-2	0.0000000E+0	3.0449570E+2	5.2749999E-2	0.0000000E+0	3.0449570E+2	5.2749999E-2	0.0000000E+0	3.0449570E+2	5.2749999E-2	0.0000000E+0	3.0449570E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
9.8718662E+0	3.0450708E+2	1.0387750E-2	1.9253447E+2	3.0450134E+2	5.2749999E-2	0.0000000E+0	3.0450134E+2	5.2749999E-2	0.0000000E+0	3.0450134E+2	5.2749999E-2	0.0000000E+0	3.0450134E+2	5.2749999E-2	0.0000000E+0	3.0450134E+2	5.2749999E-2	0.0000000E+0	3.0450134E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
1.0022133E+1	3.0450620E+2	1.0387240E-2	1.9254393E+2	3.0449753E+2	5.2749999E-2	0.0000000E+0	3.0449753E+2	5.2749999E-2	0.0000000E+0	3.0449753E+2	5.2749999E-2	0.0000000E+0	3.0449753E+2	5.2749999E-2	0.0000000E+0	3.0449753E+2	5.2749999E-2	0.0000000E+0	3.0449753E+2	5.2749999E-2	0.0000000E+0	2.0000000E+0	0.0000000E+0
