t (s)	T [K]	Ibias (A)	Vbias [V]	Rrem(ohm)	VbiasSense (V)	RremSense(ohm)	VbiasDif (V)	RremDif(ohm)	Rterm(ohm)	After Loop Nº
3.0257666E+0	3.0779227E+2	4.5481259E-3	1.0000000E+0	2.1987077E+2	9.9871892E-1	2.1958910E+2	1.2811000E-3	2.8167644E-1	8.7052956E+0	0.0000000E+0
4.2429667E+0	3.0782529E+2	4.5494018E-3	1.0000000E+0	2.1980911E+2	9.9871808E-1	2.1952733E+2	1.2819000E-3	2.8177330E-1	8.7019024E+0	0.0000000E+0
4.3932166E+0	3.0788690E+2	4.5482502E-3	1.0000000E+0	2.1986478E+2	9.9871612E-1	2.1958250E+2	1.2839000E-3	2.8228441E-1	8.7012339E+0	0.0000000E+0
4.5434833E+0	3.0759515E+2	4.5474400E-3	1.0000000E+0	2.1990395E+2	9.9871469E-1	2.1962131E+2	1.2853000E-3	2.8264254E-1	8.7043982E+0	0.0000000E+0
4.6939998E+0	3.1209381E+2	4.5470060E-3	1.0000000E+0	2.1992494E+2	9.9871242E-1	2.1964175E+2	1.2876000E-3	2.8317535E-1	8.6559896E+0	0.0000000E+0
4.8445168E+0	3.1134012E+2	4.5503909E-3	1.0000000E+0	2.1976134E+2	9.9872679E-1	2.1948154E+2	1.2732000E-3	2.7980012E-1	8.6640444E+0	0.0000000E+0
4.9947834E+0	3.1062021E+2	4.5468272E-3	1.0000000E+0	2.1993359E+2	9.9871171E-1	2.1965025E+2	1.2883000E-3	2.8334045E-1	8.6717577E+0	0.0000000E+0
5.1450500E+0	3.1102521E+2	4.5468430E-3	1.0000000E+0	2.1993282E+2	9.9871647E-1	2.1965053E+2	1.2835000E-3	2.8228378E-1	8.6674156E+0	0.0000000E+0
5.2955666E+0	3.1167358E+2	4.5478218E-3	1.0000000E+0	2.1988547E+2	9.9872673E-1	2.1960550E+2	1.2733000E-3	2.7998018E-1	8.6604776E+0	0.0000000E+0
5.4458332E+0	3.1148727E+2	4.5477692E-3	1.0000000E+0	2.1988803E+2	9.9873418E-1	2.1960971E+2	1.2658000E-3	2.7833429E-1	8.6624699E+0	0.0000000E+0
5.5960832E+0	3.1201904E+2	4.5483890E-3	1.0000000E+0	2.1985806E+2	9.9871838E-1	2.1957629E+2	1.2816000E-3	2.8177008E-1	8.6567879E+0	0.0000000E+0
5.7463498E+0	3.1128763E+2	4.5533399E-3	1.0000000E+0	2.1961900E+2	9.9870259E-1	2.1933408E+2	1.2974000E-3	2.8493369E-1	8.6646061E+0	0.0000000E+0
5.8965998E+0	3.1241187E+2	4.5517581E-3	1.0000000E+0	2.1969533E+2	9.9872231E-1	2.1941463E+2	1.2777000E-3	2.8070474E-1	8.6525984E+0	0.0000000E+0
6.0471334E+0	3.1046591E+2	4.5529180E-3	1.0000000E+0	2.1963936E+2	9.9870300E-1	2.1935449E+2	1.2970000E-3	2.8487226E-1	8.6734142E+0	0.0000000E+0
6.1976500E+0	3.1010883E+2	4.5516021E-3	1.0000000E+0	2.1970287E+2	9.9870622E-1	2.1941861E+2	1.2938000E-3	2.8425157E-1	8.6772499E+0	0.0000000E+0
6.3479166E+0	3.1081564E+2	4.5505469E-3	1.0000000E+0	2.1975380E+2	9.9869663E-1	2.1946738E+2	1.3034000E-3	2.8642711E-1	8.6696625E+0	0.0000000E+0
6.4984331E+0	3.1117572E+2	4.5531830E-3	1.0000000E+0	2.1962657E+2	9.9869621E-1	2.1934023E+2	1.3038000E-3	2.8634912E-1	8.6658039E+0	0.0000000E+0
6.6489501E+0	3.1137750E+2	4.5524719E-3	1.0000000E+0	2.1966087E+2	9.9869329E-1	2.1937384E+2	1.3067001E-3	2.8703088E-1	8.6636438E+0	0.0000000E+0
6.7992167E+0	3.1245917E+2	4.5524552E-3	1.0000000E+0	2.1966170E+2	9.9868941E-1	2.1937381E+2	1.3106000E-3	2.8788862E-1	8.6520939E+0	0.0000000E+0
6.9497333E+0	3.1242801E+2	4.5501320E-3	1.0000000E+0	2.1977385E+2	9.9870461E-1	2.1948915E+2	1.2954000E-3	2.8469503E-1	8.6524258E+0	0.0000000E+0
7.1002498E+0	3.1301068E+2	4.5508430E-3	1.0000000E+0	2.1973950E+2	9.9870718E-1	2.1945543E+2	1.2927999E-3	2.8407922E-1	8.6462221E+0	0.0000000E+0
7.2507668E+0	3.1319803E+2	4.5511210E-3	1.0000000E+0	2.1972609E+2	9.9868947E-1	2.1943814E+2	1.3105000E-3	2.8795102E-1	8.6442299E+0	0.0000000E+0
7.4010334E+0	3.1431857E+2	4.5509841E-3	1.0000000E+0	2.1973270E+2	9.9868917E-1	2.1944467E+2	1.3108000E-3	2.8802562E-1	8.6323442E+0	0.0000000E+0
7.5515499E+0	3.1374896E+2	4.5502521E-3	1.0000000E+0	2.1976805E+2	9.9871218E-1	2.1948503E+2	1.2878000E-3	2.8301728E-1	8.6383801E+0	0.0000000E+0
8.5348835E+0	3.0689111E+2	5.4776790E-3	1.0000000E+0	1.8255907E+2	9.9838632E-1	1.8226448E+2	1.6136999E-3	2.9459557E-1	8.7120476E+0	0.0000000E+0
8.7549334E+0	3.0688910E+2	5.4774568E-3	1.0000000E+0	1.8256647E+2	9.9837279E-1	1.8226939E+2	1.6272001E-3	2.9707217E-1	8.7120705E+0	0.0000000E+0
8.9161329E+0	3.0688708E+2	5.4774750E-3	1.0000000E+0	1.8256587E+2	9.9838579E-1	1.8227118E+2	1.6142000E-3	2.9469782E-1	8.7120924E+0	0.0000000E+0
9.0663996E+0	3.0686981E+2	5.4765232E-3	1.0000000E+0	1.8259761E+2	9.9837720E-1	1.8230128E+2	1.6228000E-3	2.9631940E-1	8.7122803E+0	0.0000000E+0
9.2171831E+0	3.0686191E+2	5.4763281E-3	1.0000000E+0	1.8260411E+2	9.9838942E-1	1.8231001E+2	1.6106000E-3	2.9410219E-1	8.7123661E+0	0.0000000E+0
9.3674335E+0	3.0682938E+2	5.4764170E-3	1.0000000E+0	1.8260114E+2	9.9838400E-1	1.8230606E+2	1.6160000E-3	2.9508343E-1	8.7127199E+0	0.0000000E+0
9.5179663E+0	3.0684259E+2	5.4764622E-3	1.0000000E+0	1.8259964E+2	9.9834919E-1	1.8229820E+2	1.6508000E-3	3.0143550E-1	8.7125759E+0	0.0000000E+0
9.6682167E+0	3.0680420E+2	5.4757181E-3	1.0000000E+0	1.8262445E+2	9.9837828E-1	1.8232829E+2	1.6217000E-3	2.9616207E-1	8.7129936E+0	0.0000000E+0
9.8184834E+0	3.0682147E+2	5.4759691E-3	1.0000000E+0	1.8261609E+2	9.9837530E-1	1.8231938E+2	1.6247000E-3	2.9669634E-1	8.7128057E+0	0.0000000E+0
9.9689999E+0	3.0681375E+2	5.4759071E-3	1.0000000E+0	1.8261815E+2	9.9837899E-1	1.8232213E+2	1.6210000E-3	2.9602402E-1	8.7128897E+0	0.0000000E+0
1.0278900E+1	3.0680603E+2	5.4754699E-3	1.0000000E+0	1.8263272E+2	9.9838030E-1	1.8233691E+2	1.6197000E-3	2.9581022E-1	8.7129736E+0	0.0000000E+0
1.0498950E+1	3.0677902E+2	5.4751579E-3	1.0000000E+0	1.8264313E+2	9.9837899E-1	1.8234706E+2	1.6210000E-3	2.9606453E-1	8.7132683E+0	0.0000000E+0
1.0682550E+1	3.0676193E+2	5.4740878E-3	1.0000000E+0	1.8267883E+2	9.9836981E-1	1.8238103E+2	1.6302000E-3	2.9780304E-1	8.7134542E+0	0.0000000E+0
1.0843750E+1	3.0677350E+2	5.4741539E-3	1.0000000E+0	1.8267664E+2	9.9837899E-1	1.8238051E+2	1.6210000E-3	2.9611883E-1	8.7133284E+0	0.0000000E+0
1.0994267E+1	3.0676559E+2	5.4744319E-3	1.0000000E+0	1.8266736E+2	9.9836272E-1	1.8236827E+2	1.6373000E-3	2.9908127E-1	8.7134142E+0	0.0000000E+0
1.1144517E+1	3.0676581E+2	5.4738452E-3	1.0000000E+0	1.8268694E+2	9.9837267E-1	1.8238965E+2	1.6273001E-3	2.9728645E-1	8.7134123E+0	0.0000000E+0
1.1294784E+1	3.0674283E+2	5.4738731E-3	1.0000000E+0	1.8268600E+2	9.9835747E-1	1.8238594E+2	1.6425001E-3	3.0006176E-1	8.7136621E+0	0.0000000E+0
1.1445300E+1	3.0672757E+2	5.4736650E-3	1.0000000E+0	1.8269295E+2	9.9837607E-1	1.8239627E+2	1.6239000E-3	2.9667509E-1	8.7138281E+0	0.0000000E+0
1.1595834E+1	3.0672757E+2	5.4732491E-3	1.0000000E+0	1.8270683E+2	9.9836028E-1	1.8240726E+2	1.6397000E-3	2.9958439E-1	8.7138281E+0	0.0000000E+0
1.1746083E+1	3.0672171E+2	5.4728151E-3	1.0000000E+0	1.8272133E+2	9.9835730E-1	1.8242117E+2	1.6427001E-3	3.0015633E-1	8.7138920E+0	0.0000000E+0
1.1896600E+1	3.0669855E+2	5.4728622E-3	1.0000000E+0	1.8271976E+2	9.9836922E-1	1.8242177E+2	1.6308000E-3	2.9797938E-1	8.7141438E+0	0.0000000E+0
1.2047133E+1	3.0669067E+2	5.4725632E-3	1.0000000E+0	1.8272974E+2	9.9836969E-1	1.8243184E+2	1.6303000E-3	2.9790428E-1	8.7142296E+0	0.0000000E+0
1.2197383E+1	3.0669653E+2	5.4726941E-3	1.0000000E+0	1.8272536E+2	9.9833661E-1	1.8242142E+2	1.6634000E-3	3.0394536E-1	8.7141657E+0	0.0000000E+0
1.2347917E+1	3.0669452E+2	5.4726540E-3	1.0000000E+0	1.8272670E+2	9.9834991E-1	1.8242519E+2	1.6501000E-3	3.0151734E-1	8.7141876E+0	0.0000000E+0
1.2498433E+1	3.0666367E+2	5.4724491E-3	1.0000000E+0	1.8273355E+2	9.9836642E-1	1.8243503E+2	1.6336000E-3	2.9851353E-1	8.7145243E+0	0.0000000E+0
1.2648950E+1	3.0669269E+2	5.4719010E-3	1.0000000E+0	1.8275185E+2	9.9836153E-1	1.8245241E+2	1.6385000E-3	2.9943889E-1	8.7142076E+0	0.0000000E+0
1.2799216E+1	3.0668112E+2	5.4714740E-3	1.0000000E+0	1.8276611E+2	9.9836111E-1	1.8246657E+2	1.6389000E-3	2.9953536E-1	8.7143335E+0	0.0000000E+0
1.2949734E+1	3.0667139E+2	5.4716249E-3	1.0000000E+0	1.8276106E+2	9.9834692E-1	1.8245894E+2	1.6531000E-3	3.0212232E-1	8.7144403E+0	0.0000000E+0
1.3100000E+1	3.0663684E+2	5.4711979E-3	1.0000000E+0	1.8277533E+2	9.9834698E-1	1.8247321E+2	1.6530000E-3	3.0212760E-1	8.7148161E+0	0.0000000E+0
1.3250250E+1	3.0663483E+2	5.4706889E-3	1.0000000E+0	1.8279233E+2	9.9833679E-1	1.8248831E+2	1.6632000E-3	3.0402020E-1	8.7148380E+0	0.0000000E+0
1.3400517E+1	3.0661554E+2	5.4709841E-3	1.0000000E+0	1.8278247E+2	9.9835902E-1	1.8248253E+2	1.6410000E-3	2.9994604E-1	8.7150478E+0	0.0000000E+0
1.3551033E+1	3.0662344E+2	5.4706139E-3	1.0000000E+0	1.8279485E+2	9.9836838E-1	1.8249660E+2	1.6316000E-3	2.9824805E-1	8.7149620E+0	0.0000000E+0
1.3701550E+1	3.0660013E+2	5.4701292E-3	1.0000000E+0	1.8281105E+2	9.9836850E-1	1.8251279E+2	1.6315000E-3	2.9825622E-1	8.7152157E+0	0.0000000E+0
1.3851817E+1	3.0661353E+2	5.4699811E-3	1.0000000E+0	1.8281599E+2	9.9835110E-1	1.8251454E+2	1.6489000E-3	3.0144528E-1	8.7150698E+0	0.0000000E+0
1.4002334E+1	3.0658084E+2	5.4696412E-3	1.0000000E+0	1.8282736E+2	9.9834251E-1	1.8252432E+2	1.6575000E-3	3.0303633E-1	8.7154264E+0	0.0000000E+0
1.4152850E+1	3.0656726E+2	5.4696109E-3	1.0000000E+0	1.8282835E+2	9.9835253E-1	1.8252715E+2	1.6475000E-3	3.0120972E-1	8.7155743E+0	0.0000000E+0
1.4303117E+1	3.0657718E+2	5.4697399E-3	1.0000000E+0	1.8282405E+2	9.9835771E-1	1.8252379E+2	1.6423000E-3	3.0025193E-1	8.7154655E+0	0.0000000E+0
1.4453383E+1	3.0656927E+2	5.4690861E-3	1.0000000E+0	1.8284590E+2	9.9834991E-1	1.8254419E+2	1.6501000E-3	3.0171403E-1	8.7155523E+0	0.0000000E+0
1.4603900E+1	3.0655386E+2	5.4689380E-3	1.0000000E+0	1.8285086E+2	9.9834949E-1	1.8254906E+2	1.6505000E-3	3.0179533E-1	8.7157202E+0	0.0000000E+0
1.4754167E+1	3.0653641E+2	5.4687238E-3	1.0000000E+0	1.8285802E+2	9.9833697E-1	1.8255392E+2	1.6630000E-3	3.0409288E-1	8.7159100E+0	0.0000000E+0
1.4904683E+1	3.0654028E+2	5.4684291E-3	1.0000000E+0	1.8286787E+2	9.9833012E-1	1.8256250E+2	1.6699000E-3	3.0537108E-1	8.7158680E+0	0.0000000E+0
1.5054934E+1	3.0652689E+2	5.4684649E-3	1.0000000E+0	1.8286667E+2	9.9834800E-1	1.8256458E+2	1.6520000E-3	3.0209574E-1	8.7160139E+0	0.0000000E+0
1.5205200E+1	3.0653275E+2	5.4686032E-3	1.0000000E+0	1.8286206E+2	9.9836099E-1	1.8256235E+2	1.6390000E-3	2.9971090E-1	8.7159500E+0	0.0000000E+0
1.5355717E+1	3.0650192E+2	5.4681432E-3	1.0000000E+0	1.8287744E+2	9.9834502E-1	1.8257478E+2	1.6550000E-3	3.0266216E-1	8.7162857E+0	0.0000000E+0
1.5506250E+1	3.0649219E+2	5.4678419E-3	1.0000000E+0	1.8288751E+2	9.9835300E-1	1.8258629E+2	1.6470000E-3	3.0121574E-1	8.7163916E+0	0.0000000E+0
1.5656500E+1	3.0647897E+2	5.4674749E-3	1.0000000E+0	1.8289978E+2	9.9836642E-1	1.8260100E+2	1.6336000E-3	2.9878509E-1	8.7165356E+0	0.0000000E+0
1.5806767E+1	3.0646924E+2	5.4673189E-3	1.0000000E+0	1.8290500E+2	9.9837571E-1	1.8260791E+2	1.6243000E-3	2.9709259E-1	8.7166424E+0	0.0000000E+0
1.5957283E+1	3.0648666E+2	5.4675578E-3	1.0000000E+0	1.8289700E+2	9.9835920E-1	1.8259691E+2	1.6408000E-3	3.0009741E-1	8.7164516E+0	0.0000000E+0
1.6107800E+1	3.0647144E+2	5.4676440E-3	1.0000000E+0	1.8289413E+2	9.9834812E-1	1.8259201E+2	1.6519000E-3	3.0212280E-1	8.7166176E+0	0.0000000E+0
1.6258333E+1	3.0646924E+2	5.4670791E-3	1.0000000E+0	1.8291304E+2	9.9836290E-1	1.8261359E+2	1.6371000E-3	2.9944694E-1	8.7166424E+0	0.0000000E+0
1.6408850E+1	3.0644632E+2	5.4665371E-3	1.0000000E+0	1.8293117E+2	9.9836493E-1	1.8263206E+2	1.6351000E-3	2.9911074E-1	8.7168922E+0	0.0000000E+0
1.6559099E+1	3.0644263E+2	5.4666582E-3	1.0000000E+0	1.8292712E+2	9.9832690E-1	1.8262106E+2	1.6731001E-3	3.0605537E-1	8.7169323E+0	0.0000000E+0
1.6709101E+1	3.0643292E+2	5.4666838E-3	1.0000000E+0	1.8292625E+2	9.9835932E-1	1.8262613E+2	1.6407000E-3	3.0012709E-1	8.7170382E+0	0.0000000E+0
1.6859632E+1	3.0643311E+2	5.4661888E-3	1.0000000E+0	1.8294281E+2	9.9836230E-1	1.8264320E+2	1.6377000E-3	2.9960546E-1	8.7170362E+0	0.0000000E+0
1.7010151E+1	3.0640393E+2	5.4659662E-3	1.0000000E+0	1.8295027E+2	9.9836290E-1	1.8265077E+2	1.6371000E-3	2.9950789E-1	8.7173538E+0	0.0000000E+0
1.7160667E+1	3.0640411E+2	5.4660910E-3	1.0000000E+0	1.8294609E+2	9.9834901E-1	1.8264404E+2	1.6510000E-3	3.0204400E-1	8.7173519E+0	0.0000000E+0
1.7311184E+1	3.0641364E+2	5.4655080E-3	1.0000000E+0	1.8296561E+2	9.9835187E-1	1.8266406E+2	1.6481000E-3	3.0154562E-1	8.7172480E+0	0.0000000E+0
1.7461451E+1	3.0638870E+2	5.4651960E-3	1.0000000E+0	1.8297606E+2	9.9834228E-1	1.8267273E+2	1.6577000E-3	3.0331939E-1	8.7175198E+0	0.0000000E+0
1.7611717E+1	3.0637146E+2	5.4655708E-3	1.0000000E+0	1.8296350E+2	9.9835712E-1	1.8266290E+2	1.6429001E-3	3.0059072E-1	8.7177076E+0	0.0000000E+0
1.7761967E+1	3.0636740E+2	5.4648770E-3	1.0000000E+0	1.8298674E+2	9.9835432E-1	1.8268559E+2	1.6457000E-3	3.0114126E-1	8.7177525E+0	0.0000000E+0
1.7912233E+1	3.0636557E+2	5.4648402E-3	1.0000000E+0	1.8298798E+2	9.9833047E-1	1.8268248E+2	1.6695000E-3	3.0549842E-1	8.7177715E+0	0.0000000E+0
1.8062750E+1	3.0635199E+2	5.4649510E-3	1.0000000E+0	1.8298425E+2	9.9835849E-1	1.8268388E+2	1.6415000E-3	3.0036867E-1	8.7179203E+0	0.0000000E+0
1.8213266E+1	3.0633661E+2	5.4641808E-3	1.0000000E+0	1.8301004E+2	9.9834698E-1	1.8270753E+2	1.6530000E-3	3.0251560E-1	8.7180882E+0	0.0000000E+0
1.8363533E+1	3.0632706E+2	5.4645240E-3	1.0000000E+0	1.8299855E+2	9.9835491E-1	1.8269751E+2	1.6451000E-3	3.0105093E-1	8.7181921E+0	0.0000000E+0
1.8513800E+1	3.0632303E+2	5.4636700E-3	1.0000000E+0	1.8302716E+2	9.9834740E-1	1.8272469E+2	1.6526000E-3	3.0247068E-1	8.7182360E+0	0.0000000E+0
1.8664316E+1	3.0631750E+2	5.4638539E-3	1.0000000E+0	1.8302100E+2	9.9835181E-1	1.8271935E+2	1.6482000E-3	3.0165520E-1	8.7182961E+0	0.0000000E+0
1.8814833E+1	3.0631348E+2	5.4637310E-3	1.0000000E+0	1.8302512E+2	9.9836183E-1	1.8272528E+2	1.6382000E-3	2.9983175E-1	8.7183399E+0	0.0000000E+0
1.8965349E+1	3.0631348E+2	5.4635969E-3	1.0000000E+0	1.8302960E+2	9.9835652E-1	1.8272879E+2	1.6435001E-3	3.0080914E-1	8.7183399E+0	0.0000000E+0
1.9115616E+1	3.0625388E+2	5.4631452E-3	1.0000000E+0	1.8304475E+2	9.9835801E-1	1.8274419E+2	1.6420000E-3	3.0055949E-1	8.7189903E+0	0.0000000E+0
1.9266134E+1	3.0626929E+2	5.4625329E-3	1.0000000E+0	1.8306526E+2	9.9833637E-1	1.8276071E+2	1.6636000E-3	3.0454737E-1	8.7188215E+0	0.0000000E+0
1.9416401E+1	3.0623645E+2	5.4628961E-3	1.0000000E+0	1.8305309E+2	9.9833798E-1	1.8274886E+2	1.6620000E-3	3.0423424E-1	8.7191801E+0	0.0000000E+0
1.9566917E+1	3.0625388E+2	5.4624230E-3	1.0000000E+0	1.8306894E+2	9.9836552E-1	1.8276971E+2	1.6345000E-3	2.9922619E-1	8.7189903E+0	0.0000000E+0
1.9717434E+1	3.0624435E+2	5.4622148E-3	1.0000000E+0	1.8307591E+2	9.9835593E-1	1.8277492E+2	1.6440999E-3	3.0099511E-1	8.7190943E+0	0.0000000E+0
1.9867701E+1	3.0622510E+2	5.4621128E-3	1.0000000E+0	1.8307933E+2	9.9835980E-1	1.8277905E+2	1.6402000E-3	3.0028671E-1	8.7193041E+0	0.0000000E+0
2.0018217E+1	3.0623279E+2	5.4617669E-3	1.0000000E+0	1.8309093E+2	9.9835253E-1	1.8278929E+2	1.6475000E-3	3.0164230E-1	8.7192202E+0	0.0000000E+0
2.0168484E+1	3.0622894E+2	5.4617729E-3	1.0000000E+0	1.8309073E+2	9.9833101E-1	1.8278516E+2	1.6690000E-3	3.0557844E-1	8.7192621E+0	0.0000000E+0
2.0318750E+1	3.0619833E+2	5.4612630E-3	1.0000000E+0	1.8310783E+2	9.9833828E-1	1.8280356E+2	1.6617000E-3	3.0427027E-1	8.7195959E+0	0.0000000E+0
2.0469267E+1	3.0620786E+2	5.4612262E-3	1.0000000E+0	1.8310907E+2	9.9834931E-1	1.8280681E+2	1.6507000E-3	3.0225813E-1	8.7194920E+0	0.0000000E+0
2.0619516E+1	3.0618311E+2	5.4609221E-3	1.0000000E+0	1.8311926E+2	9.9834722E-1	1.8281660E+2	1.6528000E-3	3.0265951E-1	8.7197618E+0	0.0000000E+0
2.0769783E+1	3.0618860E+2	5.4606558E-3	1.0000000E+0	1.8312817E+2	9.9833268E-1	1.8282285E+2	1.6673000E-3	3.0532962E-1	8.7197018E+0	0.0000000E+0
2.0920300E+1	3.0617505E+2	5.4608770E-3	1.0000000E+0	1.8312077E+2	9.9835110E-1	1.8281882E+2	1.6489000E-3	3.0194783E-1	8.7198496E+0	0.0000000E+0
2.1070566E+1	3.0616388E+2	5.4603950E-3	1.0000000E+0	1.8313693E+2	9.9834108E-1	1.8283313E+2	1.6588999E-3	3.0380586E-1	8.7199717E+0	0.0000000E+0
2.1221083E+1	3.0615616E+2	5.4600718E-3	1.0000000E+0	1.8314777E+2	9.9836898E-1	1.8284906E+2	1.6310000E-3	2.9871401E-1	8.7200556E+0	0.0000000E+0
2.1371599E+1	3.0615414E+2	5.4599852E-3	1.0000000E+0	1.8315068E+2	9.9832982E-1	1.8284479E+2	1.6702000E-3	3.0589828E-1	8.7200785E+0	0.0000000E+0
2.1521866E+1	3.0614444E+2	5.4592201E-3	1.0000000E+0	1.8317635E+2	9.9834549E-1	1.8287329E+2	1.6545000E-3	3.0306527E-1	8.7201843E+0	0.0000000E+0
2.1672132E+1	3.0613309E+2	5.4596700E-3	1.0000000E+0	1.8316125E+2	9.9834692E-1	1.8285847E+2	1.6531000E-3	3.0278388E-1	8.7203083E+0	0.0000000E+0
2.1822651E+1	3.0611584E+2	5.4590651E-3	1.0000000E+0	1.8318155E+2	9.9835259E-1	1.8287978E+2	1.6474000E-3	3.0177328E-1	8.7204962E+0	0.0000000E+0
2.1973167E+1	3.0612152E+2	5.4592430E-3	1.0000000E+0	1.8317558E+2	9.9833459E-1	1.8287051E+2	1.6654000E-3	3.0506060E-1	8.7204342E+0	0.0000000E+0
2.2123684E+1	3.0611566E+2	5.4582981E-3	1.0000000E+0	1.8320729E+2	9.9835122E-1	1.8290523E+2	1.6488000E-3	3.0207220E-1	8.7204981E+0	0.0000000E+0
2.2273951E+1	3.0611584E+2	5.4586460E-3	1.0000000E+0	1.8319562E+2	9.9834681E-1	1.8289276E+2	1.6532000E-3	3.0285898E-1	8.7204962E+0	0.0000000E+0
2.2424467E+1	3.0607150E+2	5.4583182E-3	1.0000000E+0	1.8320662E+2	9.9833059E-1	1.8290077E+2	1.6694000E-3	3.0584514E-1	8.7209797E+0	0.0000000E+0
2.2574734E+1	3.0607535E+2	5.4578478E-3	1.0000000E+0	1.8322240E+2	9.9835169E-1	1.8292039E+2	1.6483000E-3	3.0200547E-1	8.7209377E+0	0.0000000E+0
2.2725250E+1	3.0606381E+2	5.4573789E-3	1.0000000E+0	1.8323814E+2	9.9833608E-1	1.8293326E+2	1.6639000E-3	3.0488995E-1	8.7210636E+0	0.0000000E+0
2.2875517E+1	3.0604639E+2	5.4574092E-3	1.0000000E+0	1.8323714E+2	9.9833620E-1	1.8293227E+2	1.6638000E-3	3.0486995E-1	8.7212543E+0	0.0000000E+0
2.3026033E+1	3.0604437E+2	5.4574930E-3	1.0000000E+0	1.8323431E+2	9.9834681E-1	1.8293140E+2	1.6532000E-3	3.0292296E-1	8.7212763E+0	0.0000000E+0
2.3176550E+1	3.0603284E+2	5.4566008E-3	1.0000000E+0	1.8326427E+2	9.9834299E-1	1.8296060E+2	1.6570000E-3	3.0366889E-1	8.7214022E+0	0.0000000E+0
2.3326817E+1	3.0605023E+2	5.4565272E-3	1.0000000E+0	1.8326675E+2	9.9832630E-1	1.8296002E+2	1.6737001E-3	3.0673358E-1	8.7212124E+0	0.0000000E+0
2.3477333E+1	3.0600995E+2	5.4560271E-3	1.0000000E+0	1.8328355E+2	9.9832332E-1	1.8297624E+2	1.6767000E-3	3.0731153E-1	8.7216520E+0	0.0000000E+0
2.3627850E+1	3.0600793E+2	5.4557421E-3	1.0000000E+0	1.8329312E+2	9.9835008E-1	1.8299071E+2	1.6499000E-3	3.0241534E-1	8.7216740E+0	0.0000000E+0
2.3778116E+1	3.0599655E+2	5.4557882E-3	1.0000000E+0	1.8329158E+2	9.9832171E-1	1.8298396E+2	1.6783000E-3	3.0761826E-1	8.7217979E+0	0.0000000E+0
2.3928633E+1	3.0599252E+2	5.4555652E-3	1.0000000E+0	1.8329907E+2	9.9834257E-1	1.8299527E+2	1.6574000E-3	3.0379987E-1	8.7218418E+0	0.0000000E+0
2.4079166E+1	3.0597733E+2	5.4553128E-3	1.0000000E+0	1.8330754E+2	9.9833202E-1	1.8300179E+2	1.6680000E-3	3.0575699E-1	8.7220078E+0	0.0000000E+0
2.4229416E+1	3.0596762E+2	5.4554059E-3	1.0000000E+0	1.8330441E+2	9.9832219E-1	1.8299687E+2	1.6778000E-3	3.0754814E-1	8.7221136E+0	0.0000000E+0
